Itemno	WNUM	SentenceID	ID	CPOS	Head	DepRel
11	1447	74	17	IN	20	case
11	1448	74	18	DT	20	det
11	1449	74	19	JJ	20	amod
11	1450	74	20	NNS	5	nmod
11	1450	74	21	,	20	punct
11	1451	74	22	RB	5	advmod
11	1452	74	23	CC	22	cc
11	1453	74	24	RB	22	conj
11	1454	74	25	CC	22	cc
11	1455	74	26	RB	22	conj
11	1455	74	27	.	5	punct
11	1456	75	1	JJR	2	amod
11	1457	75	2	NNS	5	nsubj
11	1458	75	3	VBP	5	auxpass
11	1459	75	4	VBG	5	aux
11	1460	75	5	VBN	0	root
11	1461	75	6	IN	9	case
11	1462	75	7	DT	9	det
11	1463	75	8	JJ	9	amod
11	1464	75	9	NN	5	nmod
11	1464	75	10	,	27	punct
11	1465	75	11	RB	27	advmod
11	1466	75	12	IN	27	mark
11	1467	75	13	DT	14	det
11	1468	75	14	NN	27	nsubj
11	1469	75	15	IN	19	case
11	1470	75	16	DT	19	det
11	1471	75	17	NNP	19	nmod
11	1471	75	18	POS	17	case
11	1472	75	19	NNS	14	nmod
11	1473	75	20	TO	21	mark
11	1474	75	21	VB	19	acl
11	1475	75	22	JJ	23	amod
11	1476	75	23	NN	21	dobj
11	1477	75	24	RB	25	advmod
11	1478	75	25	RB	27	advmod
11	1479	75	26	VBP	27	aux
11	1480	75	27	VBN	5	advcl
11	1481	75	28	CD	29	nummod
11	1482	75	29	NN	27	dobj
11	1483	75	30	IN	31	case
11	1484	75	31	NN	27	nmod
11	1484	75	32	:	36	punct
11	1485	75	33	NN	36	nsubj
11	1486	75	34	VBZ	36	aux
11	1487	75	35	RB	36	neg
11	1488	75	36	NN	27	parataxis
11	1488	75	37	.	5	punct
11	1489	76	1	IN	3	mark
11	1490	76	2	DT	3	nsubj
11	1491	76	3	VBZ	11	advcl
11	1492	76	4	IN	6	case
11	1493	76	5	DT	6	det
11	1494	76	6	NN	3	nmod
11	1495	76	7	IN	8	case
11	1496	76	8	NNS	3	nmod
11	1496	76	9	,	3	punct
11	1497	76	10	PRP	11	nsubj
11	1498	76	11	VBZ	0	root
11	1498	76	12	RB	11	neg
11	1498	76	13	.	11	punct
11	1499	77	1	IN	3	mark
11	1500	77	2	DT	3	nsubj
11	1501	77	3	VBZ	19	advcl
11	1502	77	4	RB	3	advmod
11	1502	77	5	:	11	punct
11	1504	77	6	CC	11	discourse
11	1505	77	7	IN	8	case
11	1506	77	8	NNS	11	nmod
11	1507	77	9	PRP	11	nsubj
11	1508	77	10	RB	11	advmod
11	1509	77	11	MD	3	parataxis
11	1509	77	12	:	11	punct
11	1511	77	13	DT	15	det
11	1512	77	14	JJ	15	amod
11	1513	77	15	NNS	19	nsubj
11	1514	77	16	MD	19	aux
11	1515	77	17	RB	19	neg
11	1516	77	18	VB	19	aux
11	1517	77	19	VBG	0	root
11	1518	77	20	DT	23	det
11	1519	77	21	JJ	23	amod
11	1520	77	22	JJ	23	nmod
11	1521	77	23	NNS	19	dobj
11	1521	77	24	,	19	punct
11	1522	77	25	CC	19	cc
11	1523	77	26	VBG	19	conj
11	1524	77	27	PRP	26	dobj
11	1524	77	28	.	19	punct
11	1525	78	1	CC	3	discourse
11	1526	78	2	NNP	3	nsubj
11	1527	78	3	VBZ	0	root
11	1528	78	4	DT	10	det
11	1529	78	5	JJ	10	amod
11	1529	78	6	,	5	punct
11	1530	78	7	JJ	5	conj
11	1530	78	8	,	5	punct
11	1531	78	9	JJ	5	conj
11	1532	78	10	NNS	11	nsubj
11	1533	78	11	VBP	3	ccomp
11	1534	78	12	NN	11	dobj
11	1534	78	13	.	3	punct
11	1535	79	1	PRP	2	nsubj
11	1536	79	2	VBP	0	root
11	1537	79	3	NN	2	dobj
11	1538	79	4	IN	7	case
11	1539	79	5	RBR	6	advmod
11	1540	79	6	JJ	7	amod
11	1541	79	7	NNS	2	nmod
11	1541	79	8	,	16	punct
11	1542	79	9	IN	10	case
11	1543	79	10	WDT	16	nmod
11	1544	79	11	DT	12	det
11	1545	79	12	NN	16	nsubj
11	1546	79	13	VBZ	16	cop
11	1547	79	14	RB	16	neg
11	1548	79	15	IN	16	case
11	1549	79	16	NN	7	acl
11	1550	79	17	CC	16	cc
11	1551	79	18	NN	16	conj
11	1551	79	19	.	2	punct
11	1552	80	1	CC	15	discourse
11	1553	80	2	DT	3	det
11	1554	80	3	NNS	15	nsubj
11	1555	80	4	WDT	6	mark
11	1556	80	5	VBP	6	aux
11	1557	80	6	VBG	3	acl
11	1558	80	7	DT	9	det
11	1559	80	8	JJS	9	amod
11	1560	80	9	NN	6	dobj
11	1561	80	10	IN	12	case
11	1562	80	11	JJ	12	amod
11	1563	80	12	NNS	6	nmod
11	1564	80	13	VBP	15	cop
11	1565	80	14	DT	15	det
11	1566	80	15	NNS	0	root
11	1567	80	16	VBG	15	acl
11	1568	80	17	RB	16	advmod
11	1569	80	18	DT	16	dobj
11	1569	80	19	.	15	punct
11	1570	81	1	IN	2	case
11	1571	81	2	NNS	7	nmod
11	1572	81	3	JJ	4	amod
11	1573	81	4	NN	7	nsubjpass
11	1574	81	5	VBZ	7	aux
11	1575	81	6	VBN	7	auxpass
11	1576	81	7	VBN	0	root
11	1577	81	8	RP	7	compound
11	1578	81	9	IN	12	case
11	1579	81	10	DT	12	det
11	1580	81	11	JJ	12	amod
11	1581	81	12	NN	7	nmod
11	1582	81	13	IN	16	case
11	1582	81	14	``	16	punct
11	1583	81	15	JJ	16	amod
11	1584	81	16	NNS	12	nmod
11	1584	81	17	''	16	punct
11	1584	81	18	.	7	punct
11	1585	82	1	CC	6	discourse
11	1586	82	2	PRP	6	nsubj
11	1587	82	3	VBZ	6	cop
11	1588	82	4	DT	6	det
11	1589	82	5	JJ	6	amod
11	1590	82	6	NNS	0	root
11	1591	82	7	WDT	8	mark
11	1592	82	8	VBP	6	acl
11	1592	82	9	.	6	punct
11	1593	83	1	DT	5	det
11	1594	83	2	JJ	3	amod
11	1595	83	3	NNS	5	nmod
11	1595	83	4	POS	3	case
11	1596	83	5	NN	12	nsubj
11	1597	83	6	IN	7	case
11	1598	83	7	NNP	5	nmod
11	1598	83	8	,	10	punct
11	1599	83	9	IN	10	case
11	1600	83	10	NN	12	parataxis
11	1600	83	11	,	10	punct
11	1601	83	12	VBD	0	root
11	1602	83	13	DT	14	det
11	1603	83	14	NN	12	dobj
11	1604	83	15	RB	12	advmod
11	1605	83	16	IN	17	mark
11	1606	83	17	VBG	12	advcl
11	1607	83	18	RP	17	compound
11	1608	83	19	TO	21	case
11	1609	83	20	DT	21	det
11	1610	83	21	NN	17	nmod
11	1611	83	22	IN	26	mark
11	1612	83	23	DT	24	det
11	1613	83	24	NNP	26	nsubj
11	1614	83	25	VBD	26	aux
11	1615	83	26	VBG	21	acl
11	1616	83	27	RP	26	compound
11	1617	83	28	IN	31	case
11	1618	83	29	NN	31	nmod
11	1619	83	30	NN	31	nmod
11	1620	83	31	NNS	26	nmod
11	1620	83	32	.	12	punct
11	1621	84	1	VBG	5	nsubj
11	1622	84	2	CD	4	nummod
11	1623	84	3	JJ	4	amod
11	1624	84	4	NNS	1	nmod
11	1625	84	5	VBD	0	root
11	1626	84	6	IN	15	mark
11	1627	84	7	CD	9	nummod
11	1628	84	8	IN	9	goeswith
11	1629	84	9	NN	15	nsubj
11	1630	84	10	IN	11	case
11	1631	84	11	DT	9	nmod
11	1632	84	12	IN	14	case
11	1633	84	13	DT	14	det
11	1634	84	14	NN	11	nmod
11	1635	84	15	VBG	5	advcl
11	1636	84	16	NN	15	dobj
11	1637	84	17	IN	18	case
11	1638	84	18	VBG	15	advmod
11	1639	84	19	NN	18	nmod
11	1639	84	20	.	5	punct
11	1640	85	1	RB	2	advmod
11	1641	85	2	CD	4	nsubj
11	1642	85	3	VBP	4	aux
11	1643	85	4	VBN	0	root
11	1643	85	5	.	4	punct
11	1644	86	1	VB	0	root
11	1645	86	2	IN	5	nmod
11	1646	86	3	CD	5	nummod
11	1647	86	4	IN	5	goeswith
11	1648	86	5	NN	1	dobj
11	1649	86	6	TO	10	case
11	1650	86	7	DT	10	det
11	1651	86	8	CD	10	nummod
11	1652	86	9	IN	10	goeswith
11	1653	86	10	NN	1	nmod
11	1654	86	11	IN	12	case
11	1655	86	12	NNS	10	nmod
11	1656	86	13	WP	14	mark
11	1657	86	14	VBP	12	acl
11	1658	86	15	CC	1	cc
11	1659	86	16	DT	17	det
11	1660	86	17	NN	20	nsubj
11	1661	86	18	IN	19	case
11	1662	86	19	NN	17	nmod
11	1663	86	20	VBZ	1	conj
11	1664	86	21	JJ	20	xcomp
11	1664	86	22	.	1	punct
11	1665	87	1	CC	10	discourse
11	1666	87	2	NN	10	nsubj
11	1666	87	3	,	7	punct
11	1667	87	4	IN	7	mark
11	1668	87	5	PRP$	7	cop
11	1669	87	6	JJ	7	amod
11	1670	87	7	NN	10	parataxis
11	1670	87	8	,	7	punct
11	1671	87	9	MD	10	aux
11	1672	87	10	VB	0	root
11	1673	87	11	RB	10	advmod
11	1674	87	12	RB	13	advmod
11	1675	87	13	RB	10	advmod
11	1675	87	14	.	10	punct
11	1676	88	1	DT	2	det
11	1677	88	2	NN	3	nsubj
11	1678	88	3	VBZ	0	root
11	1679	88	4	IN	9	mark
11	1680	88	5	PRP	9	nsubj
11	1680	88	6	VBZ	9	cop
11	1681	88	7	RB	9	neg
11	1682	88	8	RB	9	advmod
11	1683	88	9	JJ	3	ccomp
11	1684	88	10	IN	12	case
11	1685	88	11	PRP$	12	nmod
11	1686	88	12	JJ	9	nmod
11	1686	88	13	.	3	punct
11	1687	89	1	NN	2	nsubj
11	1688	89	2	VBZ	0	root
11	1689	89	3	IN	4	case
11	1690	89	4	NN	2	nmod
11	1691	89	5	IN	7	case
11	1692	89	6	DT	7	det
11	1693	89	7	NNP	4	nmod
11	1693	89	8	(	13	punct
11	1694	89	9	JJ	13	amod
11	1695	89	10	NN	13	nmod
11	1696	89	11	CC	10	cc
11	1697	89	12	NN	10	conj
11	1698	89	13	NN	7	appos
11	1698	89	14	)	13	punct
11	1698	89	15	.	2	punct
11	1699	90	1	DT	4	nsubj
11	1700	90	2	VBP	4	aux
11	1701	90	3	VBN	4	cop
11	1702	90	4	RP	0	root
11	1703	90	5	CC	4	cc
11	1704	90	6	VBG	4	conj
11	1705	90	7	IN	9	case
11	1706	90	8	DT	9	det
11	1707	90	9	NN	6	nmod
11	1707	90	10	,	13	punct
11	1708	90	11	IN	13	case
11	1709	90	12	JJ	13	amod
11	1710	90	13	NNS	6	nmod
11	1710	90	14	,	13	punct
11	1711	90	15	NN	16	nmod
11	1712	90	16	NN	13	conj
11	1713	90	17	CC	13	cc
11	1714	90	18	NNS	13	conj
11	1715	90	19	IN	20	case
11	1716	90	20	WDT	23	nmod
11	1717	90	21	NNS	23	nsubjpass
11	1718	90	22	VBP	23	auxpass
11	1719	90	23	VBN	18	acl
11	1720	90	24	TO	25	case
11	1721	90	25	NNS	23	nmod
11	1721	90	26	.	4	punct
11	1722	91	1	NNPS	7	nsubjpass
11	1722	91	2	,	3	punct
11	1723	91	3	RB	7	advmod
11	1723	91	4	,	3	punct
11	1724	91	5	MD	7	aux
11	1725	91	6	RB	7	neg
11	1726	91	7	VB	0	root
11	1727	91	8	IN	11	case
11	1728	91	9	DT	11	det
11	1729	91	10	JJ	11	amod
11	1730	91	11	NN	7	nmod
11	1731	91	12	TO	14	case
11	1732	91	13	DT	14	det
11	1733	91	14	NNS	7	nmod
11	1734	91	15	VBN	14	acl
11	1735	91	16	IN	21	case
11	1736	91	17	NNP	18	name
11	1737	91	18	NNP	21	nmod
11	1737	91	19	POS	18	case
11	1738	91	20	JJ	21	amod
11	1739	91	21	NNS	15	nmod
11	1739	91	22	.	7	punct
11	1740	92	1	PRP	3	nsubj
11	1741	92	2	MD	3	aux
11	1742	92	3	VB	0	root
11	1743	92	4	TO	5	mark
11	1744	92	5	VB	3	xcomp
11	1745	92	6	IN	9	mark
11	1746	92	7	PRP	9	nsubjpass
11	1747	92	8	VBP	9	auxpass
11	1748	92	9	VBN	5	advcl
11	1749	92	10	IN	12	case
11	1750	92	11	DT	12	case
11	1751	92	12	NNS	20	nsubj
11	1752	92	13	IN	15	case
11	1753	92	14	JJ	15	amod
11	1754	92	15	NN	12	nmod
11	1755	92	16	CC	12	cc
11	1756	92	17	NN	18	nmod
11	1757	92	18	NN	12	conj
11	1758	92	19	TO	20	mark
11	1759	92	20	VB	9	xcomp
11	1760	92	21	PRP$	22	nmod
11	1761	92	22	NNS	20	nmod
11	1761	92	23	.	3	root
11	1762	93	1	CC	6	discourse
11	1763	93	2	PRP	6	nsubj
11	1764	93	3	VBZ	6	cop
11	1765	93	4	IN	5	det
11	1766	93	5	JJ	6	amod
11	1767	93	6	NN	0	root
11	1768	93	7	WDT	8	mark
11	1769	93	8	VBZ	6	acl
11	1770	93	9	RP	8	compound
11	1771	93	10	DT	11	det
11	1772	93	11	NN	8	dobj
11	1773	93	12	IN	16	case
11	1774	93	13	JJ	16	amod
11	1775	93	14	CC	13	cc
11	1776	93	15	JJ	13	conj
11	1777	93	16	NNS	11	nmod
11	1778	93	17	TO	19	case
11	1779	93	18	JJ	19	amod
11	1780	93	19	NNS	16	nmod
11	1780	93	20	,	16	punct
11	1781	93	21	RB	16	cc
11	1782	93	22	RB	21	mwe
11	1783	93	23	IN	21	mwe
11	1784	93	24	DT	26	det
11	1785	93	25	JJ	26	amod
11	1786	93	26	NNS	16	conj
11	1787	93	27	VBN	26	acl
11	1788	93	28	IN	31	case
11	1789	93	29	DT	31	det
11	1790	93	30	JJ	31	amod
11	1791	93	31	NN	27	nmod
11	1791	93	32	.	6	punct
11	1792	94	1	DT	2	det
11	1793	94	2	NN	3	nsubj
11	1794	94	3	VBZ	0	root
11	1795	94	4	IN	6	case
11	1796	94	5	DT	6	det
11	1797	94	6	NN	3	nmod
11	1798	94	7	IN	16	mark
11	1799	94	8	DT	13	det
11	1800	94	9	RBS	10	advmod
11	1801	94	10	JJ	13	amod
11	1802	94	11	IN	13	case
11	1803	94	12	JJ	13	amod
11	1804	94	13	NNS	16	nsubj
11	1805	94	14	VBG	16	cop
11	1806	94	15	DT	16	det
11	1807	94	16	NNS	6	acl
11	1808	94	17	WP	18	nsubj
11	1809	94	18	VBP	16	acl
11	1810	94	19	JJS	20	amod
11	1811	94	20	NN	18	dobj
11	1811	94	21	.	3	punct
11	1812	95	1	PRP	2	nsubj
11	1813	95	2	VBP	0	root
11	1814	95	3	TO	4	mark
11	1815	95	4	VB	2	xcomp
11	1816	95	5	IN	6	case
11	1817	95	6	NN	4	nmod
11	1818	95	7	IN	9	case
11	1819	95	8	DT	9	det
11	1820	95	9	NN	4	nmod
11	1821	95	10	IN	16	mark
11	1822	95	11	PRP$	15	det
11	1823	95	12	JJ	15	amod
11	1823	95	13	,	12	punct
11	1824	95	14	JJ	12	conj
11	1825	95	15	NNS	16	nsubj
11	1826	95	16	VBP	9	acl
11	1827	95	17	VBN	20	cop
11	1828	95	18	IN	20	case
11	1829	95	19	DT	20	det
11	1830	95	20	NN	16	xcomp
11	1831	95	21	IN	22	case
11	1832	95	22	NNS	16	nmod
11	1833	95	23	RB	22	advmod
11	1833	95	24	.	2	punct
11	1834	96	1	PRP	4	nsubj
11	1835	96	2	VBP	4	aux
11	1836	96	3	RB	4	neg
11	1837	96	4	VB	0	root
11	1838	96	5	NNS	8	dobj
11	1839	96	6	TO	8	mark
11	1840	96	7	VB	8	auxpass
11	1841	96	8	VBN	4	xcomp
11	1841	96	9	.	4	punct
11	1842	97	1	PRP	2	nsubj
11	1843	97	2	VBP	0	root
11	1844	97	3	PRP	2	dobj
11	1845	97	4	TO	6	mark
11	1846	97	5	VB	6	auxpass
11	1847	97	6	VBN	2	xcomp
11	1848	97	7	NNS	6	nmod
11	1849	97	8	IN	6	compound
11	1849	97	9	.	2	punct
11	1850	98	1	CC	11	discourse
11	1851	98	2	IN	5	case
11	1852	98	3	DT	5	det
11	1853	98	4	JJ	5	amod
11	1854	98	5	NN	11	nmod
11	1854	98	6	,	5	punct
11	1855	98	7	DT	8	det
11	1856	98	8	NN	11	nsubj
11	1857	98	9	VBZ	11	cop
11	1858	98	10	IN	11	case
11	1859	98	11	NN	0	root
11	1860	98	12	IN	15	case
11	1861	98	13	DT	15	det
11	1862	98	14	JJ	15	amod
11	1863	98	15	NN	11	nmod
11	1863	98	16	.	11	punct
11	1864	99	1	NNS	18	nsubj
11	1864	99	2	,	4	punct
11	1865	99	3	IN	4	mark
11	1866	99	4	VBG	18	advcl
11	1867	99	5	IN	8	mark
11	1868	99	6	JJ	7	amod
11	1869	99	7	NNS	8	nsubj
11	1870	99	8	VBP	4	ccomp
11	1871	99	9	NN	8	dobj
11	1872	99	10	VBN	9	acl
11	1873	99	11	TO	13	case
11	1874	99	12	PRP$	13	nmod
11	1875	99	13	NNS	10	nmod
11	1875	99	14	,	4	punct
11	1876	99	15	VBP	18	cop
11	1877	99	16	DT	18	det
11	1878	99	17	JJ	18	amod
11	1879	99	18	NNS	0	root
11	1880	99	19	TO	20	mark
11	1881	99	20	VB	18	acl
11	1882	99	21	WRB	24	mark
11	1883	99	22	PRP	24	expl
11	1884	99	23	VBZ	24	auxpass
11	1885	99	24	VBN	20	advcl
11	1886	99	25	IN	36	mark
11	1887	99	26	VBG	36	nsubj
11	1888	99	27	NNS	26	nmod
11	1889	99	28	JJ	27	amod
11	1890	99	29	TO	30	mark
11	1891	99	30	VBG	28	advcl
11	1892	99	31	IN	32	case
11	1893	99	32	NN	30	nmod
11	1894	99	33	MD	36	aux
11	1895	99	34	VB	36	cop
11	1896	99	35	RBR	36	advmod
11	1897	99	36	JJ	24	csubjpass
11	1898	99	37	IN	40	case
11	1899	99	38	DT	40	det
11	1900	99	39	JJR	40	amod
11	1901	99	40	NN	36	nmod
11	1901	99	41	.	18	punct
11	1902	100	1	VBG	9	nsubjpass
11	1903	100	2	JJ	3	amod
11	1904	100	3	NNS	1	nmod
11	1905	100	4	TO	5	mark
11	1906	100	5	VB	1	acl
11	1907	100	6	NN	7	nmod
11	1908	100	7	NNS	5	nsubj
11	1909	100	8	VBZ	9	auxpass
11	1910	100	9	VBN	0	root
11	1910	100	10	,	9	punct
11	1911	100	11	IN	9	cc
11	1912	100	12	VBG	30	csubjpass
11	1913	100	13	NNS	12	nmod
11	1914	100	14	CC	13	cc
11	1915	100	15	JJ	16	amod
11	1916	100	16	NNS	13	conj
11	1917	100	17	NNS	12	dobj
11	1918	100	18	IN	19	case
11	1919	100	19	WDT	25	nmod
11	1920	100	20	JJ	23	amod
11	1921	100	21	CC	20	cc
11	1922	100	22	JJ	20	conj
11	1923	100	23	NNS	25	nsubjpass
11	1924	100	24	VBP	25	auxpass
11	1925	100	25	VBN	17	acl
11	1926	100	26	IN	28	case
11	1927	100	27	JJ	28	amod
11	1928	100	28	NNS	25	nmod
11	1929	100	29	VBZ	30	auxpass
11	1930	100	30	VBN	9	conj
11	1931	100	31	IN	32	case
11	1932	100	32	NN	30	nmod
11	1932	100	33	.	9	punct
11	1933	101	1	WP	6	det
11	1934	101	2	DT	6	det
11	1935	101	3	JJ	6	amod
11	1935	101	4	,	3	punct
11	1936	101	5	JJ	3	conj
11	1937	101	6	NN	0	root
11	1938	101	7	DT	6	nsubj
11	1939	101	8	VBZ	6	cop
11	1939	101	9	.	6	punct
11	1940	102	1	UH	5	discourse
11	1940	102	2	,	1	punct
11	1941	102	3	PRP	5	expl
11	1942	102	4	VBZ	5	cop
11	1943	102	5	JJ	0	root
11	1944	102	6	IN	9	mark
11	1945	102	7	JJ	8	amod
11	1946	102	8	NNS	9	nsubj
11	1947	102	9	VBP	5	csubj
11	1948	102	10	DT	11	det
11	1949	102	11	NN	9	dobj
11	1950	102	12	PRP	13	nsubj
11	1951	102	13	VBP	11	acl
11	1952	102	14	RB	19	advmod
11	1953	102	15	IN	19	mark
11	1954	102	16	PRP	19	nsubj
11	1955	102	17	VBP	19	aux
11	1956	102	18	VBN	19	cop
11	1957	102	19	NNS	9	advcl
11	1957	102	20	.	5	punct
11	1958	103	1	CC	11	discourse
11	1959	103	2	DT	4	det
11	1960	103	3	JJ	4	amod
11	1961	103	4	NN	11	nsubj
11	1961	103	5	:	6	punct
11	1963	103	6	VBG	11	parataxis
11	1964	103	7	PRP	6	iobj
11	1965	103	8	DT	6	dobj
11	1965	103	9	:	6	punct
11	1967	103	10	VBZ	11	cop
11	1968	103	11	JJ	0	root
11	1968	103	12	.	11	punct
11	1969	104	1	RB	17	advmod
11	1970	104	2	DT	4	det
11	1971	104	3	JJ	4	amod
11	1972	104	4	NN	17	nsubj
11	1973	104	5	IN	10	mark
11	1974	104	6	JJ	7	amod
11	1975	104	7	NNS	10	nsubjpass
11	1976	104	8	TO	10	mark
11	1977	104	9	VB	10	auxpass
11	1978	104	10	VBN	4	acl
11	1979	104	11	IN	14	case
11	1979	104	12	``	14	punct
11	1980	104	13	NN	14	nmod
11	1981	104	14	NNS	10	nmod
11	1981	104	15	''	14	punct
11	1982	104	16	VBZ	17	cop
11	1983	104	17	JJ	0	root
11	1983	104	18	.	17	punct
11	1984	105	1	WP	4	mark
11	1985	105	2	VBZ	4	cop
11	1985	105	3	RB	4	neg
11	1986	105	4	JJ	9	ccomp
11	1986	105	5	,	6	punct
11	1987	105	6	RB	9	parataxis
11	1987	105	7	,	6	punct
11	1988	105	8	VBZ	9	cop
11	1989	105	9	VBG	0	root
11	1990	105	10	IN	18	mark
11	1991	105	11	JJ	14	amod
11	1992	105	12	RB	13	advmod
11	1993	105	13	JJ	14	amod
11	1994	105	14	NNS	18	nsubj
11	1995	105	15	IN	17	case
11	1996	105	16	DT	17	det
11	1997	105	17	NN	18	nmod
11	1998	105	18	VBP	9	ccomp
11	1999	105	19	DT	20	det
11	2000	105	20	NN	18	dobj
11	2001	105	21	IN	22	case
11	2002	105	22	NN	20	nmod
11	2003	105	23	IN	26	mark
11	2004	105	24	NNPS	26	nsubj
11	2005	105	25	MD	26	aux
11	2006	105	26	VB	22	acl
11	2007	105	27	IN	30	mark
11	2008	105	28	PRP	30	nsubj
11	2009	105	29	RB	30	advmod
11	2010	105	30	VBP	26	advcl
11	2011	105	31	DT	32	det
11	2012	105	32	NN	30	dobj
11	2012	105	33	:	36	punct
11	2014	105	34	CC	36	cc
11	2015	105	35	VBP	36	auxpass
11	2016	105	36	VBN	9	parataxis
11	2017	105	37	VBG	36	advcl
11	2018	105	38	PRP	37	dobj
11	2018	105	39	.	9	punct
11	2019	106	1	PRP	4	nsubj
11	2019	106	2	VBP	4	aux
11	2020	106	3	RB	4	neg
11	2021	106	4	VBG	0	root
11	2022	106	5	RB	4	advmod
11	2023	106	6	IN	11	mark
11	2024	106	7	JJ	8	amod
11	2025	106	8	NNS	11	nsubjpass
11	2026	106	9	MD	11	aux
11	2027	106	10	VB	11	auxpass
11	2028	106	11	VBN	4	ccomp
11	2029	106	12	IN	14	case
11	2030	106	13	JJ	14	amod
11	2031	106	14	NNS	11	nmod
11	2031	106	15	.	4	punct
11	2032	107	1	RB	4	advmod
11	2033	107	2	PRP	4	nsubj
11	2033	107	3	VBP	4	aux
11	2034	107	4	VBG	0	root
11	2035	107	5	IN	10	mark
11	2036	107	6	JJ	7	amod
11	2037	107	7	NNS	10	nsubjpass
11	2038	107	8	MD	10	aux
11	2039	107	9	VB	10	auxpass
11	2040	107	10	VBN	4	ccomp
11	2041	107	11	IN	13	case
11	2042	107	12	JJ	13	amod
11	2043	107	13	NNS	10	nmod
11	2043	107	14	.	4	punct
11	2044	108	1	DT	2	det
11	2045	108	2	NNS	21	nsubj
11	2046	108	3	IN	4	case
11	2047	108	4	VBG	2	acl
11	2048	108	5	IN	7	case
11	2049	108	6	JJ	7	amod
11	2050	108	7	NNS	4	nmod
11	2051	108	8	WP	11	mark
11	2052	108	9	VBP	11	aux
11	2053	108	10	RB	11	neg
11	2054	108	11	VBG	7	acl
11	2055	108	12	IN	15	case
11	2056	108	13	DT	15	det
11	2057	108	14	NN	15	nmod
11	2058	108	15	NN	11	nmod
11	2059	108	16	IN	18	mark
11	2060	108	17	PRP	18	nsubj
11	2061	108	18	VBZ	11	advcl
11	2062	108	19	MD	21	aux
11	2063	108	20	VB	21	cop
11	2064	108	21	JJ	0	root
11	2065	108	22	IN	27	mark
11	2066	108	23	CC	22	mwe
11	2067	108	24	RB	22	mwe
11	2068	108	25	PRP	27	nsubj
11	2069	108	26	VBP	27	aux
11	2070	108	27	VBN	21	advcl
11	2071	108	28	NNS	27	dobj
11	2071	108	29	.	21	punct
11	2072	109	1	PRP	3	nsubj
11	2073	109	2	VBZ	3	cop
11	2074	109	3	JJ	0	root
11	2075	109	4	IN	14	mark
11	2076	109	5	DT	6	det
11	2077	109	6	NN	14	nsubjpass
11	2078	109	7	IN	10	case
11	2079	109	8	DT	10	det
11	2079	109	9	``	10	punct
11	2080	109	10	NN	6	nmod
11	2080	109	11	''	10	punct
11	2081	109	12	TO	14	mark
11	2082	109	13	VB	14	auxpass
11	2083	109	14	VBN	3	advcl
11	2084	109	15	RB	16	advmod
11	2085	109	16	JJ	14	xcomp
11	2086	109	17	IN	19	mark
11	2087	109	18	PRP	19	nsubj
11	2088	109	19	VBZ	14	advcl
11	2089	109	20	JJ	21	amod
11	2090	109	21	NN	22	nmod
11	2091	109	22	NN	19	dobj
11	2092	109	23	CC	22	cc
11	2093	109	24	NN	25	nmod
11	2094	109	25	NN	22	conj
11	2094	109	26	,	14	punct
11	2095	109	27	CC	14	cc
11	2096	109	28	NN	36	nsubjpass
11	2097	109	29	IN	32	case
11	2098	109	30	DT	32	det
11	2098	109	31	``	32	punct
11	2099	109	32	NN	28	nmod
11	2099	109	33	''	32	punct
11	2100	109	34	TO	36	mark
11	2101	109	35	VB	36	auxpass
11	2102	109	36	VBN	14	conj
11	2103	109	37	DT	40	det
11	2103	109	38	``	40	punct
11	2104	109	39	NN	40	nmod
11	2105	109	40	NN	36	xcomp
11	2105	109	41	''	40	punct
11	2106	109	42	IN	45	mark
11	2107	109	43	PRP	45	nsubj
11	2108	109	44	MD	45	aux
11	2109	109	45	VB	36	advcl
11	2110	109	46	JJ	47	amod
11	2111	109	47	NNS	45	iobj
11	2112	109	48	JJ	49	amod
11	2113	109	49	NN	45	dobj
11	2113	109	50	.	3	punct
11	2114	110	1	DT	3	dep
11	2115	110	2	JJ	3	amod
11	2116	110	3	NN	4	nsubj
11	2117	110	4	VBZ	0	root
11	2118	110	5	IN	8	mark
11	2119	110	6	DT	7	det
11	2120	110	7	NNP	8	nsubj
11	2121	110	8	VBZ	4	ccomp
11	2122	110	9	TO	10	mark
11	2123	110	10	VB	8	xcomp
11	2124	110	11	DT	10	dobj
11	2124	110	12	.	4	punct
11	2125	111	1	PRP$	2	nmod
11	2126	111	2	NNS	3	nsubj
11	2127	111	3	VBP	0	root
11	2128	111	4	RB	3	advmod
11	2129	111	5	RB	3	advmod
11	2130	111	6	IN	8	case
11	2131	111	7	DT	8	det
11	2132	111	8	NN	3	nmod
11	2133	111	9	WRB	17	mark
11	2134	111	10	DT	12	det
11	2135	111	11	JJ	12	amod
11	2136	111	12	NN	17	nsubjpass
11	2137	111	13	IN	14	case
11	2138	111	14	NNS	12	nmod
11	2139	111	15	MD	17	aux
11	2140	111	16	VB	17	auxpass
11	2141	111	17	VBN	8	acl
11	2141	111	18	.	3	punct
11	2142	112	1	CC	8	discourse
11	2143	112	2	RB	8	advmod
11	2144	112	3	CC	2	cc
11	2145	112	4	RB	2	conj
11	2145	112	5	,	2	punct
11	2146	112	6	DT	7	det
11	2147	112	7	NNP	8	nsubj
11	2148	112	8	VBZ	0	root
11	2149	112	9	DT	11	det
